age,workclass,fnlwgt,education.num,marital.status,occupation,relationship,race,sex,capital.gain,capital.loss,hours.per.week,native.country.grouped,education.grouped
35,Federal-gov,103214,16,Never-married,Prof-specialty,Not-in-family,Amer-Indian-Eskimo,Female,0,0,60,United States,Postgraduate
41,Private,648223,2,Married-spouse-absent,Farming-fishing,Unmarried,White,Male,0,0,40,Mexico,Primary
30,Private,227886,9,Never-married,Exec-managerial,Own-child,Black,Female,0,0,35,SudAmerica,High School
38,Private,229700,14,Married-civ-spouse,Prof-specialty,Husband,Black,Male,0,0,40,United States,Postgraduate
37,Local-gov,251396,12,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,45,Canada,Higher Education
31,Private,155781,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United States,Higher Education
37,Federal-gov,173192,11,Separated,Adm-clerical,Not-in-family,Black,Male,0,0,40,United States,Higher Education
19,Private,177945,10,Never-married,Sales,Own-child,White,Male,0,0,25,United States,Higher Education
37,Private,111128,7,Never-married,Machine-op-inspct,Not-in-family,White,Male,0,0,40,United States,Middle
34,Self-emp-not-inc,190290,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United States,High School
46,Private,45288,13,Never-married,Other-service,Not-in-family,White,Male,0,0,40,United States,Higher Education
24,Private,168997,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United States,Higher Education
34,Private,106761,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,45,United States,Higher Education
43,Federal-gov,114537,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United States,Higher Education
24,Private,214542,7,Never-married,Transport-moving,Own-child,White,Male,0,0,40,United States,Middle
60,Federal-gov,237317,11,Divorced,Prof-specialty,Unmarried,White,Male,4934,0,40,United States,Higher Education
37,Private,227597,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United States,Higher Education
38,Local-gov,414791,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,42,United States,Higher Education
31,Private,111567,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,70,United States,Higher Education
44,Private,242861,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,United States,High School
59,Private,67841,9,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,40,United States,High School
32,Federal-gov,83413,13,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,35,United States,Higher Education
36,Private,162302,10,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,35,United States,Higher Education
38,Private,210866,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,44,United States,High School
44,Private,125461,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,35,United States,Postgraduate
38,Self-emp-not-inc,423616,9,Married-civ-spouse,Sales,Wife,White,Female,0,0,24,United States,High School
58,Private,191069,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United States,High School
57,State-gov,25045,13,Divorced,Adm-clerical,Unmarried,White,Male,2174,0,37,United States,Higher Education
32,Private,206541,11,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,45,United States,Higher Education
26,Private,366219,9,Married-civ-spouse,Craft-repair,Husband,Black,Male,0,1848,60,United States,High School
32,Private,159442,15,Never-married,Sales,Not-in-family,White,Female,13550,0,50,United States,Higher Education
36,Private,155537,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United States,High School
90,Private,313986,7,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United States,Middle
38,Private,682947,13,Divorced,Exec-managerial,Not-in-family,White,Male,0,0,55,United States,Higher Education
23,Private,196674,10,Separated,Craft-repair,Not-in-family,White,Male,0,0,40,United States,Higher Education
49,Self-emp-not-inc,181307,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,15024,0,65,United States,Higher Education
50,Local-gov,125417,15,Never-married,Exec-managerial,Not-in-family,Black,Female,0,0,52,United States,Higher Education
27,Private,321577,9,Never-married,Machine-op-inspct,Own-child,Black,Female,0,0,40,United States,High School
44,Private,172479,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,7688,0,40,United States,Higher Education
58,Private,242670,9,Never-married,Adm-clerical,Unmarried,White,Female,0,0,40,United States,High School
58,Private,117477,9,Divorced,Adm-clerical,Unmarried,Black,Female,0,0,36,United States,High School
22,Private,48347,13,Never-married,Farming-fishing,Own-child,White,Male,0,0,40,United States,Higher Education
31,Local-gov,153005,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United States,Higher Education
56,Local-gov,212864,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,United States,High School
56,Self-emp-not-inc,50791,14,Divorced,Sales,Not-in-family,White,Male,0,1876,60,United States,Postgraduate
37,Private,190987,10,Married-civ-spouse,Sales,Wife,White,Female,7298,0,40,United States,Higher Education
57,Private,89392,14,Married-spouse-absent,Prof-specialty,Not-in-family,White,Female,0,0,40,United States,Postgraduate
47,Self-emp-not-inc,109421,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,50,United States,Higher Education
23,Private,70894,12,Never-married,Craft-repair,Other-relative,White,Male,0,0,40,United States,Higher Education
44,Private,45093,9,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,70,United States,High School
28,Self-emp-not-inc,54683,10,Never-married,Craft-repair,Not-in-family,White,Male,0,1590,40,United States,Higher Education
30,Private,151773,10,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United States,Higher Education
60,Federal-gov,55621,12,Married-civ-spouse,Other-service,Husband,Black,Male,0,0,40,United States,Higher Education
55,Private,190257,9,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,53,United States,High School
32,Private,167990,14,Never-married,Exec-managerial,Not-in-family,White,Male,14084,0,40,United States,Postgraduate
40,Private,175935,13,Divorced,Sales,Not-in-family,White,Male,14084,0,40,United States,Higher Education
28,Private,66473,9,Divorced,Machine-op-inspct,Own-child,White,Male,0,0,40,United States,High School
24,Private,172987,13,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,50,United States,Higher Education
26,Private,279145,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,50,United States,High School
41,Private,163287,9,Married-civ-spouse,Prof-specialty,Husband,White,Male,7688,0,43,United States,High School
27,Private,263614,12,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,45,United States,Higher Education
48,Private,38950,9,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,89,United States,High School
44,Private,367749,2,Never-married,Machine-op-inspct,Not-in-family,White,Female,0,0,40,SudAmerica,Primary
55,Private,156089,10,Widowed,Adm-clerical,Unmarried,White,Female,0,0,40,United States,Higher Education
36,Private,218542,9,Separated,Adm-clerical,Unmarried,Black,Female,0,0,40,United States,High School
61,Private,84587,11,Married-civ-spouse,Craft-repair,Husband,Asian-Pac-Islander,Male,0,0,40,United States,Higher Education
61,Self-emp-not-inc,219183,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,50,United States,Higher Education
44,Private,172032,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,United States,High School
33,Private,217460,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,60,United States,High School
36,Private,166549,13,Divorced,Adm-clerical,Not-in-family,White,Male,0,0,55,United States,Higher Education
37,Private,119098,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,50,United States,Higher Education
38,Local-gov,72338,9,Married-civ-spouse,Protective-serv,Husband,Asian-Pac-Islander,Male,0,0,54,United States,High School
29,Private,161857,9,Married-spouse-absent,Other-service,Not-in-family,Other,Female,0,0,40,SudAmerica,High School
59,Self-emp-not-inc,114760,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,20,United States,Higher Education
47,Private,230136,9,Married-civ-spouse,Other-service,Husband,Black,Male,0,0,60,United States,High School
35,Private,84787,13,Married-civ-spouse,Other-service,Husband,White,Male,0,0,40,United States,Higher Education
70,Self-emp-inc,379819,10,Married-civ-spouse,Sales,Husband,White,Male,10566,0,40,United States,Higher Education
40,Private,221172,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,65,United States,Postgraduate
24,State-gov,166851,14,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,13,United States,Postgraduate
49,State-gov,391585,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,15024,0,40,United States,Higher Education
31,Self-emp-not-inc,210164,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United States,High School
45,Private,295046,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,60,United States,High School
48,Self-emp-not-inc,383384,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United States,High School
49,Private,124356,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,60,United States,Higher Education
30,Private,171598,13,Married-spouse-absent,Sales,Not-in-family,White,Female,0,0,50,United States,Higher Education
30,Private,190823,10,Never-married,Other-service,Own-child,Black,Female,0,0,40,United States,Higher Education
50,Private,421132,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United States,High School
24,Private,128487,13,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,40,United States,Higher Education
34,Self-emp-not-inc,196791,12,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,0,25,United States,Higher Education
22,Private,116800,12,Never-married,Protective-serv,Own-child,White,Male,0,0,60,United States,Higher Education
25,Self-emp-not-inc,368115,13,Never-married,Exec-managerial,Not-in-family,White,Male,13550,0,35,United States,Higher Education
27,Self-emp-not-inc,357283,9,Never-married,Sales,Not-in-family,Black,Male,0,0,40,United States,High School
45,Private,189564,13,Married-civ-spouse,Sales,Wife,White,Female,0,0,42,United States,Higher Education
54,Private,162238,14,Divorced,Exec-managerial,Not-in-family,White,Male,0,0,50,United States,Postgraduate
36,Private,415578,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United States,Higher Education
31,Private,179186,13,Married-civ-spouse,Sales,Husband,Black,Male,0,0,90,United States,Higher Education
28,Private,149652,6,Never-married,Other-service,Own-child,Black,Female,0,0,30,United States,Middle
35,Private,86648,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,7688,0,50,United States,Higher Education
38,Private,266325,13,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,0,32,United States,Higher Education
43,Private,35210,10,Divorced,Adm-clerical,Unmarried,White,Female,0,0,40,United States,Higher Education
38,Private,412296,9,Divorced,Craft-repair,Own-child,White,Male,0,0,28,United States,High School
33,Private,122116,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,45,United States,High School
32,Federal-gov,191385,12,Divorced,Protective-serv,Not-in-family,White,Male,2174,0,40,United States,Higher Education
17,Private,47199,7,Never-married,Priv-house-serv,Own-child,White,Female,0,0,24,United States,Middle
21,Private,204596,10,Never-married,Other-service,Own-child,White,Female,0,0,20,United States,Higher Education
51,Private,224207,10,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United States,Higher Education
62,Private,116812,10,Divorced,Adm-clerical,Not-in-family,White,Female,0,0,40,United States,Higher Education
21,Private,211391,10,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,27,United States,Higher Education
46,State-gov,193047,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,37,United States,Higher Education
55,Federal-gov,264834,13,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,40,United States,Higher Education
44,Private,196545,13,Married-civ-spouse,Craft-repair,Husband,White,Male,7298,0,40,United States,Higher Education
56,Private,329059,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,Europe,High School
46,Federal-gov,119890,11,Separated,Tech-support,Not-in-family,Other,Female,0,0,30,United States,Higher Education
45,Private,191098,13,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,Male,0,0,40,Asia,Higher Education
26,Local-gov,219760,9,Never-married,Other-service,Other-relative,White,Male,0,0,16,United States,High School
38,Self-emp-not-inc,282461,4,Married-civ-spouse,Sales,Husband,White,Male,0,0,35,United States,Middle
61,Private,115023,10,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,40,United States,Higher Education
35,Private,272476,12,Married-civ-spouse,Other-service,Wife,White,Female,0,0,35,United States,Higher Education
48,Private,117849,10,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United States,Higher Education
41,Private,347653,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,1977,50,United States,Higher Education
51,Federal-gov,140035,9,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,40,United States,High School
45,Local-gov,304973,9,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,78,United States,High School
45,Federal-gov,88564,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,7688,0,40,United States,Higher Education
24,Private,200819,8,Never-married,Sales,Not-in-family,White,Male,0,0,40,United States,High School
29,Private,251694,13,Never-married,Farming-fishing,Own-child,White,Male,0,0,50,United States,Higher Education
46,Private,122026,13,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,44,United States,Higher Education
50,Self-emp-not-inc,127151,14,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,0,40,Canada,Postgraduate
60,Local-gov,313852,14,Divorced,Prof-specialty,Not-in-family,White,Female,0,0,25,United States,Postgraduate
43,Self-emp-not-inc,32451,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United States,High School
19,Private,178147,10,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,10,United States,Higher Education
26,Private,48280,13,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,40,United States,Higher Education
43,Private,212894,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,15024,0,50,United States,Higher Education
49,Private,31264,9,Divorced,Adm-clerical,Not-in-family,White,Female,0,0,35,United States,High School
39,Private,75995,9,Divorced,Exec-managerial,Unmarried,White,Female,0,0,45,United States,High School
30,Private,101859,4,Never-married,Craft-repair,Not-in-family,White,Male,0,0,50,United States,Middle
42,Self-emp-not-inc,157562,13,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,1902,80,United States,Higher Education
56,Private,110003,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United States,Postgraduate
63,Private,149756,12,Divorced,Exec-managerial,Not-in-family,White,Male,0,0,40,United States,Higher Education
44,Private,267521,13,Divorced,Adm-clerical,Unmarried,White,Female,0,0,40,United States,Higher Education
22,Private,138504,10,Never-married,Adm-clerical,Unmarried,Black,Female,0,0,30,United States,Higher Education
44,Federal-gov,244054,10,Divorced,Exec-managerial,Unmarried,White,Male,0,0,60,United States,Higher Education
39,Private,103710,9,Never-married,Sales,Unmarried,White,Female,0,0,60,United States,High School
45,Local-gov,326064,10,Divorced,Adm-clerical,Unmarried,Black,Female,6497,0,35,United States,Higher Education
